id  ,City                                   ,State ,Low estimate ,Best Guess ,High estimate ,Source1
387 ,"Oak Ridge, TN"                        ,TN    ,450.0        ,495.0      ,550.0         ,onsite eyewitness (estimated based on # buttons/flyers distributed)
388 ,"Oakhurst, CA"                         ,CA    ,200.0        ,201.0      ,201.0         ,http://www.fresnobee.com/news/local/article128014199.html
389 ,"Oakland, CA"                          ,CA    ,100000.0     ,100000.0   ,100000.0      ,http://patch.com/california/alameda/100-000-peaceful-demonstrators-join-oakland-womens-march
390 ,"Ocala, FL"                            ,FL    ,100.0        ,200.0      ,300.0         ,https://www.youtube.com/watch?v=Yu7OYoX1Xqs
391 ,"Ocean City, MD"                       ,MD    ,200.0        ,380.0      ,600.0         ,http://www.wmdt.com/news/maryland/hundreds-show-their-support-in-ocs-womens-march/284828523
392 ,"Ocean Shores, WA"                     ,WA    ,150.0        ,175.0      ,200.0         ,http://www.northcoastnews.com/news/womens-march-draws-diverse-crowd-in-ocean-shores/
393 ,"Ocracoke, NC"                         ,NC    ,108.0        ,114.0      ,120.0         ,https://twitter.com/jcgreenfield/status/823321395904004096
394 ,"Ogden, UT"                            ,UT    ,200.0        ,250.0      ,300.0         ,http://www.standard.net/Community/2017/01/21/Hundreds-brave-snow-for-Northern-Utah-Unity-Rally-in-Ogden.html
395 ,"Oklahoma City, OK"                    ,OK    ,7000.0       ,9250.0     ,12000.0       ,https://newsok.com/thousands-gather-saturday-at-oklahoma-capitol-for-womens-march/article/5535205
396 ,"Old Saybrook, CT"                     ,CT    ,800.0        ,890.0      ,1000.0        ,onsite eyewitness via google form
397 ,"Olympia, WA"                          ,WA    ,10000.0      ,10000.0    ,10000.0       ,http://www.theolympian.com/news/local/article127924384.html
398 ,"Omaha, NE"                            ,NE    ,12000.0      ,14700.0    ,18000.0       ,http://www.omaha.com/news/politics/women-s-march-fills-omaha-streets-to-send-a-message/article_5de6469e-58ff-5e39-b4de-290a99e01a26.html
399 ,"Oneonta, NY"                          ,NY    ,500.0        ,500.0      ,500.0         ,http://www.allotsego.com/women-allies-march-across-otsego-county/
400 ,"Onley, VA"                            ,VA    ,50.0         ,50.0       ,50.0          ,http://www.ask4direct.com/InfoRead.asp?id=WESR&InfoID=1028534
401 ,"Ontario, CA"                          ,CA    ,200.0        ,200.0      ,200.0         ,http://www.pe.com/articles/san-823719-bernardino-participated.html
402 ,"Orcas Island, WA"                     ,WA    ,200.0        ,200.0      ,200.0         ,Eyewitness on site
403 ,"Orford, NH"                           ,NH    ,7.0          ,7.0        ,7.0           ,Eyewitness on site
404 ,"Orlando, FL"                          ,FL    ,3000.0       ,5250.0     ,8000.0        ,http://www.orlandosentinel.com/news/os-lake-eola-womens-march-20170121-story.html
405 ,"Owensboro, KY"                        ,KY    ,15.0         ,23.0       ,30.0          ,Eyewitness on site
406 ,"Oxford, MS"                           ,MS    ,450.0        ,450.0      ,450.0         ,http://thedmonline.com/hundreds-gather-oxfords-womens-march/
407 ,"Pacifica, CA"                         ,CA    ,1200.0       ,1200.0     ,1200.0        ,FB
408 ,"Palm Desert, CA"                      ,CA    ,1000.0       ,1000.0     ,1000.0        ,FB
409 ,"Palm Springs, CA"                     ,CA    ,200.0        ,250.0      ,300.0         ,onsite eyewitness via google form
410 ,"Palmdale, CA"                         ,CA    ,24.0         ,24.0       ,24.0          ,http://www.twcnews.com/ca/antelope-valley/news/2017/01/21/protesters-gather-in-antelope-valley-in-support-of-women-s-march-on-washington.html
411 ,"Palmer, AK"                           ,AK    ,377.0        ,657.0      ,1000.0        ,FB
412 ,"Paradox, NY"                          ,NY    ,3.0          ,3.0        ,3.0           ,Eyewitness on site
413 ,"Park City, UT"                        ,UT    ,5000.0       ,6350.0     ,8000.0        ,http://www.parkrecord.com/news/giant-sundance-crowd-marches-in-broad-rebuke-of-president-trump/?platform=hootsuite
414 ,"Panama City, FL"                      ,FL    ,500.0        ,500.0      ,500.0         ,http://www.newsherald.com/news/20170121/hundreds-gather-protest-at-panama-city-womens-march
415 ,"Paoli, IN"                            ,IN    ,67.0         ,67.0       ,67.0          ,verified through user photo
416 ,"Paonia, CO"                           ,CO    ,40.0         ,40.0       ,40.0          ,Eyewitness on site
417 ,"Pasadena, CA"                         ,CA    ,500.0        ,1040.0     ,1700.0        ,http://www.pasadenastarnews.com/general-news/20170121/womens-march-demonstrators-raise-their-voices-in-pasadena
418 ,"Pence, WI"                            ,WI    ,1.0          ,1.0        ,1.0           ,FB
419 ,"Pendelton, OR"                        ,OR    ,425.0        ,526.0      ,650.0         ,http://www.eastoregonian.com/eo/local-news/20170121/protestors-pack-pendleton-for-womens-march
420 ,"Pensacola, FL"                        ,FL    ,2000.0       ,2000.0     ,2000.0        ,http://www.pnj.com/story/news/local/pensacola/downtown/2017/01/21/hundreds-brave-rain-join-pensacola-march-women/96795864/
421 ,"Pentwater, MI"                        ,MI    ,2.0          ,2.0        ,2.0           ,Eyewitness on site
422 ,"Peoria, IL"                           ,IL    ,1500.0       ,1725.0     ,2000.0        ,http://www.centralillinoisproud.com/news/local-news/peoria-rally-in-support-of-womens-march-on-washington/643865167
423 ,"Pequannock Township, NJ"              ,NJ    ,800.0        ,890.0      ,1000.0        ,http://www.northjersey.com/story/news/2017/01/21/crowds-gathering-womens-march-protests/96778388/
424 ,"Peterborough, NH"                     ,NH    ,50.0         ,55.0       ,60.0          ,Eyewitness on site
425 ,"Petersburg, AK"                       ,AK    ,50.0         ,65.0       ,80.0          ,Eyewitness on site
426 ,"Philadelphia, PA"                     ,PA    ,50000.0      ,50000.0    ,50000.0       ,http://www.philly.com/philly/blogs/real-time/Womens-Marches-in-Washington-DC-and-Philadelphia-Live-updates-Jan-21-2017.html
427 ,"Phoenix, AZ"                          ,AZ    ,20000.0      ,22250.0    ,25000.0       ,http://www.azcentral.com/story/news/local/phoenix/2017/01/21/phoenix-womens-march-sister-washington-capitol/96849890/
428 ,"Pierre, SD"                           ,SD    ,130.0        ,133.0      ,135.0         ,onsite eyewitness did a headcount via google form
429 ,"Pikeville, KY"                        ,KY    ,100.0        ,100.0      ,100.0         ,https://twitter.com/sheila_isaac/status/823375791601963008
430 ,"Pinedale, WY"                         ,WY    ,100.0        ,100.0      ,100.0         ,FB
431 ,"Pittsburgh, PA"                       ,PA    ,25000.0      ,25000.0    ,25000.0       ,http://www.post-gazette.com/local/city/2017/01/21/Pittsburgh-groups-protest-against-Trump/stories/201701210111
432 ,"Pittsfield, MA"                       ,MA    ,1500.0       ,1500.0     ,1500.0        ,http://theberkshireedge.com/sister-march-at-colonial-theatre-draws-throngs-from-across-the-berkshires/
433 ,"Plattsburgh, NY"                      ,NY    ,182.0        ,415.0      ,700.0         ,https://twitter.com/elodiemet/status/823227264645132288
434 ,"Plymouth, WI"                         ,WI    ,200.0        ,200.0      ,200.0         ,http://www.sheboyganpress.com/videos/news/local/2017/01/21/hundreds-attend-million-person-unity-marches-sheboygan-county/96905712/
435 ,"Pocatello, ID"                        ,ID    ,1200.0       ,1200.0     ,1200.0        ,http://idahostatejournal.com/members/marchers-show-up-in-droves-for-women-s-march-on/article_fe93fb5e-f29b-5784-bda9-6f66cc342649.html
436 ,"Point Reyes Station, CA"              ,CA    ,35.0         ,60.0       ,85.0          ,Eyewitness on site
437 ,"Port Angeles, WA"                     ,WA    ,100.0        ,150.0      ,200.0         ,FB
438 ,"Port Jefferson, NY"                   ,NY    ,2000.0       ,2000.0     ,2000.0        ,http://www.newsday.com/long-island/women-s-values-rallies-in-huntington-port-jefferson-station-1.12993518
439 ,"Port Jervis, NY"                      ,NY    ,350.0        ,418.0      ,500.0         ,onsite eyewitness via google form
440 ,"Port Orford, OR"                      ,OR    ,280.0        ,290.0      ,300.0         ,onsite eyewitness via google form; did headcount
441 ,"Port Townsend, WA"                    ,WA    ,300.0        ,615.0      ,1000.0        ,http://www.peninsuladailynews.com/news/some-300-protesters-march-in-port-townsend/
442 ,"Portales, NM"                         ,NM    ,50.0         ,50.0       ,50.0          ,http://www.easternnewmexiconews.com/story/2017/01/22/news/we-will-be-heard/150454.html
443 ,"Portland, ME"                         ,ME    ,10000.0      ,10000.0    ,10000.0       ,http://www.pressherald.com/2017/01/21/signs-sentiments-crowd-eastern-prom-for-womens-march/
444 ,"Portland, OR"                         ,OR    ,70000.0      ,83500.0    ,100000.0      ,https://twitter.com/scaackler/status/822995313703075840
445 ,"Portland, OR area"                    ,OR    ,55.0         ,58.0       ,60.0          ,Eyewitness on site
446 ,"Portsmouth, NH"                       ,NH    ,3000.0       ,3900.0     ,5000.0        ,http://www.seacoastonline.com/news/20170121/portsmouth-womens-march-draws-thousands
447 ,"Potsdam, NY"                          ,NY    ,18.0         ,20.0       ,22.0          ,Eyewitness on site
448 ,"Poughkeepsie, NY"                     ,NY    ,4000.0       ,5672.0     ,7716.0        ,https://www.facebook.com/rivera.sun.3?fref=nf&pnref=story.unseen-section
449 ,"Prescott, AZ"                         ,AZ    ,1200.0       ,1200.0     ,1200.0        ,http://www.dcourier.com/photos/galleries/2017/jan/21/womens-march-in-prescott/
450 ,"Providence, RI"                       ,RI    ,5000.0       ,5900.0     ,7000.0        ,http://www.providencejournal.com/news/20170121/from-providence-to-washington-rhode-islanders-turn-out-to-send-trump-message
451 ,"Provincetown, MA"                     ,MA    ,300.0        ,300.0      ,300.0         ,http://capecodwave.com/provincetown-womens-march-going-speak/
452 ,"Quincy, CA"                           ,CA    ,50.0         ,78.0       ,105.0         ,Eyewitness on site
453 ,"Raleigh, NC"                          ,NC    ,17000.0      ,18350.0    ,20000.0       ,http://www.wral.com/organizers-estimate-17-000-gather-in-raleigh-for-women-s-march/16456580/
454 ,"Rapid City, SD"                       ,SD    ,1000.0       ,1450.0     ,2000.0        ,https://twitter.com/ThatBrandyn/status/822891625676275712
455 ,"Reading, PA"                          ,PA    ,100.0        ,258.0      ,450.0         ,http://www.readingeagle.com/news/article/crowds-gather-in-city-park-in-reading-for-sister-march
456 ,"Red Bank, NJ"                         ,NJ    ,200.0        ,290.0      ,400.0         ,newjersey.news12.com/multimedia/hundreds-march-in-solidarity-in-red-bank-1.12994794
457 ,"Redding, CA"                          ,CA    ,300.0        ,300.0      ,300.0         ,http://www.redding.com/story/news/local/2017/01/21/live-tweets-womens-march-redding-city-hall/96882162/
458 ,"Redondo Beach, CA"                    ,CA    ,2000.0       ,2000.0     ,2000.0        ,http://www.easyreadernews.com/144169/redondo-beach-womens-march-draws-1800-participants/
459 ,"Redwood City, CA"                     ,CA    ,2500.0       ,2500.0     ,2500.0        ,https://twitter.com/AlexHorovitz/status/822997333151387649
460 ,"Reno, NV"                             ,NV    ,10000.0      ,10000.0    ,10000.0       ,http://www.rgj.com/story/news/2017/01/21/s-change-reno-womens-march-washington/96888834/
461 ,"Richland, WA"                         ,WA    ,1000.0       ,1675.0     ,2500.0        ,http://www.tri-cityherald.com/news/local/article128022844.html
462 ,"Richmond, VA"                         ,VA    ,2000.0       ,2000.0     ,2000.0        ,http://richmondfreepress.com/news/2017/jan/20/thousands-join-march-monument-message-equality-uni/
463 ,"Ridgecrest, CA"                       ,CA    ,180.0        ,190.0      ,200.0         ,onsite eyewitness; headcount at start with others joining along route
464 ,"Ridgway, CO"                          ,CO    ,50.0         ,100.0      ,150.0         ,FB
465 ,"Riegelsville, PA"                     ,PA    ,170.0        ,185.0      ,200.0         ,Bucks County Courier Times
466 ,"Riverside, CA"                        ,CA    ,4000.0       ,4000.0     ,4000.0        ,http://www.pasadenastarnews.com/general-news/20170121/thousands-of-women-others-rally-in-riverside-to-protest-trumps-policies
467 ,"Roanoke, VA"                          ,VA    ,3000.0       ,3675.0     ,4500.0        ,http://www.wdbj7.com/content/news/Thousands-marched-for-women-in-Roanoke-411421475.html
468 ,"Rochester, MN"                        ,MN    ,600.0        ,780.0      ,1000.0        ,https://twitter.com/water_violin/status/822997922757349376
469 ,"Rochester, NY"                        ,NY    ,1500.0       ,1725.0     ,2000.0        ,http://www.democratandchronicle.com/story/news/2017/01/21/women-upset-trumps-presidency-hold-rallies-locally/96715496/
470 ,"Rock Springs, WY"                     ,WY    ,90.0         ,105.0      ,120.0         ,Eyewitness on site
471 ,"Rockford, IL"                         ,IL    ,1000.0       ,1000.0     ,1000.0        ,http://www.rrstar.com/news/20170121/crowds-pack-downtown-rockford-for-womens-march-protest
472 ,"Romney, WV"                           ,WV    ,30.0         ,40.0       ,50.0          ,Onsite eyewitness; headcount
473 ,"Roswell, NM"                          ,NM    ,2.0          ,2.0        ,2.0           ,via email 
474 ,"Roxbury, CT"                          ,CT    ,15.0         ,58.0       ,100.0         ,FB
475 ,"St. Augustine, FL"                    ,FL    ,1000.0       ,1450.0     ,2000.0        ,http://www.firstcoastnews.com/news/womens-march-makes-its-way-to-the-first-coast/389706372
476 ,"St. Cloud, MN"                        ,MN    ,40.0         ,40.0       ,40.0          ,http://www.sctimes.com/story/news/local/2017/01/20/st-cloud-mixed-reaction-president-trump/96837370/
477 ,"St. Croix, VI"                        ,VI    ,250.0        ,250.0      ,250.0         ,http://viconsortium.com/virgin-islands-2/watch-usvi-joins-u-s-world-womens-march-protesting-trump-inauguration/
478 ,"St. George, UT"                       ,UT    ,1200.0       ,1324.0     ,1475.0        ,organizer head count
479 ,"St. John, VI"                         ,VI    ,60.0         ,60.0       ,60.0          ,Eyewitness onsite; photographic evidence
480 ,"St. Johnsbury, VT"                    ,VT    ,50.0         ,60.0       ,70.0          ,http://www.caledonianrecord.com/news/local/large-crowd-turns-out-for-march-in-st-johnsbury/article_79fb1b0b-82c7-5f2a-91f4-c8a7be03f7b9.html
481 ,"St. Joseph, MI"                       ,MI    ,60.0         ,60.0       ,60.0          ,http://www.wirx.com/2017/01/23/womens-march-held-in-st-joseph/
482 ,"St. Louis, MO"                        ,MO    ,10000.0      ,14500.0    ,20000.0       ,http://www.stltoday.com/news/local/govt-and-politics/thousands-take-part-in-st-louis-women-s-march-protesting/article_0866b5f9-d4ce-507d-9be1-792e599713d7.html
483 ,"St. Mary's City, MD"                  ,MD    ,10.0         ,10.0       ,10.0          ,FB
484 ,"St. Mary of the Woods, IN"            ,IN    ,180.0        ,190.0      ,200.0         ,http://www.tribstar.com/news/local_news/wabash-valley-residents-gather-in-solidarity-with-marchers-in-washington/article_49969ab3-c25d-52a1-b185-aa99dd701846.html
485 ,"St. Paul/Minneapolis, MN"             ,MN    ,90000.0      ,94500.0    ,100000.0      ,https://twitter.com/sppdPIO/status/822974502434930688
486 ,"St. Petersburg, FL"                   ,FL    ,20000.0      ,20000.0    ,20000.0       ,http://www.tampabay.com/news/politics/elections/womens-march-surpassed-20000-protesters-making-it-largest-in-st-petersburg/2310416
487 ,"Sacramento, CA"                       ,CA    ,20000.0      ,28100.0    ,38000.0       ,http://www.sacbee.com/news/local/article127914504.html
488 ,"Sag Harbor, NY"                       ,NY    ,250.0        ,250.0      ,250.0         ,http://easthamptonstar.com/News/7/East-Enders-Marched-Washington-NYC-and-Sag-Harbor
489 ,"Salem, OR"                            ,OR    ,1000.0       ,2440.0     ,4200.0        ,http://www.statesmanjournal.com/story/news/2017/01/21/womens-march-salem-unites-thousands-people/96850428/
490 ,"Salem, WI"                            ,WI    ,2.0          ,2.0        ,2.0           ,eyewitness onsite
491 ,"Salida, CO"                           ,CO    ,40.0         ,45.0       ,50.0          ,http://www.themountainmail.com/free_content/article_16fc9b52-e185-11e6-a2aa-2b737598eb38.html
492 ,"Salinas, CA"                          ,CA    ,80.0         ,80.0       ,80.0          ,http://www.montereyherald.com/government-and-politics/20170120/trump-inauguration-unites-participants-in-protests-on-monterey-peninsula-salinas
493 ,"Salisbury, CT"                        ,CT    ,200.0        ,305.0      ,434.0         ,https://twitter.com/jahansell/status/823009339174780928
494 ,"Salt Lake City, UT (1/20)"            ,UT    ,1000.0       ,1000.0     ,1000.0        ,http://www.sltrib.com/home/4843395-155/about-1000-utahns-rally-against-president
495 ,"Salt Lake City, UT (1/23)"            ,UT    ,6000.0       ,7800.0     ,10000.0       ,http://kutv.com/news/local/thousands-gather-for-utah-women-unite-march-at-utah-capitol-rotunda
496 ,"San Anselmo, CA"                      ,CA    ,4.0          ,4.0        ,4.0           ,Eyewitness on site
497 ,"San Antonio, TX"                      ,TX    ,1500.0       ,2175.0     ,3000.0        ,http://www.mysanantonio.com/news/local/article/Women-in-San-Antonio-take-to-the-streets-to-10873833.php
498 ,"San Bernardino, CA"                   ,CA    ,80.0         ,80.0       ,80.0          ,http://www.pe.com/articles/san-823719-bernardino-participated.html
499 ,"San Clemente, CA"                     ,CA    ,100.0        ,150.0      ,200.0         ,http://www.sanclementetimes.com/hundreds-participate-san-clemente-womens-march-washington/
500 ,"San Diego, CA"                        ,CA    ,30000.0      ,34500.0    ,40000.0       ,http://www.kpbs.org/news/2017/jan/20/thousands-san-diegans-march-womens-rights/
501 ,"San Francisco, CA"                    ,CA    ,100000.0     ,154000.0   ,220000.0      ,http://sanfrancisco.cbslocal.com/2017/01/21/huge-crowd-san-francisco-rally-womens-march/
502 ,"San Jose, CA"                         ,CA    ,25000.0      ,31750.0    ,40000.0       ,http://www.sfchronicle.com/bayarea/article/Crowds-gather-to-demonstrate-against-Trump-10873932.php
503 ,"San Juan, PR"                         ,PR    ,200.0        ,290.0      ,400.0         ,onsite eyewtiness w photo
504 ,"San Luis Obispo, CA"                  ,CA    ,7000.0       ,8350.0     ,10000.0       ,http://www.sanluisobispo.com/news/local/article128024209.html
505 ,"San Marcos, CA"                       ,CA    ,3000.0       ,6150.0     ,10000.0       ,http://www.sandiegouniontribune.com/communities/north-county/sd-no-san-marcos-march-20170119-story.html
506 ,"San Rafael, CA"                       ,CA    ,500.0        ,500.0      ,500.0         ,FB
507 ,"Sanford, ME"                          ,ME    ,100.0        ,115.0      ,130.0         ,http://www.journaltribune.com/news/2017-01-23/Front_Page/Were_all_one.html
508 ,"Sandpoint, ID"                        ,ID    ,800.0        ,890.0      ,1000.0        ,http://www.bonnercountydailybee.com/local_news/20170121/marching_together_north_idaho_style
509 ,"Santa Ana, CA"                        ,CA    ,20000.0      ,22250.0    ,25000.0       ,http://www.ocregister.com/articles/march-741832-women-people.html
510 ,"Santa Barbara, CA"                    ,CA    ,5000.0       ,6350.0     ,8000.0        ,http://www.edhat.com/site/tidbit.cfm?nid=180540
511 ,"Santa Cruz, CA"                       ,CA    ,8000.0       ,11150.0    ,15000.0       ,http://www.santacruzsentinel.com/government-and-politics/20170121/thousands-of-protesters-swarm-downtown-santa-cruz
512 ,"Santa Fe, NM"                         ,NM    ,10000.0      ,13150.0    ,17000.0       ,http://www.santafenewmexican.com/news/local_news/santa-feans-flood-downtown-streets-in-display-of-anger-hope/article_8bf2bb24-b83f-51e3-8434-8a18223dac5d.html
513 ,"Santa Rosa, CA"                       ,CA    ,5000.0       ,5000.0     ,5000.0        ,https://www.facebook.com/SantaRosaPoliceDepartment/
514 ,"Sarasota, FL"                         ,FL    ,7500.0       ,8625.0     ,10000.0       ,https://twitter.com/sarasotapd/status/822888985689292800
515 ,"Saugatuck, MI"                        ,MI    ,200.0        ,1010.0     ,2000.0        ,http://wincountry.com/news/articles/2017/jan/22/women-march-in-washington-and-in-michigan/
516 ,"Sault Ste Marie, MI"                  ,MI    ,40.0         ,40.0       ,40.0          ,https://www.sootoday.com/local-news/women-resist-on-queen-street-516643
517 ,"Sausalito, CA"                        ,CA    ,3.0          ,3.0        ,3.0           ,Eyewitness onsite
518 ,"Savannah, GA"                         ,GA    ,1000.0       ,1000.0     ,1000.0        ,http://savannahnow.com/news/2017-01-21/hundreds-march-downtown-savannah-promote-women-s-rights-oppose-trump
519 ,"Saxaphaw, NC"                         ,NC    ,80.0         ,80.0       ,80.0          ,https://twitter.com/HandyVillage/status/823178636790468609
520 ,"Seaside, CA"                          ,CA    ,1000.0       ,1450.0     ,2000.0        ,http://www.ksbw.com/article/women-s-march-brings-hundreds-to-csumb-campus/8626551
521 ,"Seattle, WA"                          ,WA    ,100000.0     ,133750.0   ,175000.0      ,http://www.seattletimes.com/seattle-news/politics/live-updates-womens-marches-seattle-dc-day-after-trump-inauguration/
522 ,"Sedona, AZ"                           ,AZ    ,1000.0       ,1000.0     ,1000.0        ,FB
523 ,"Seldovia, AK"                         ,AK    ,41.0         ,41.0       ,41.0          ,via email 
524 ,"Selingsgrove, PA"                     ,PA    ,119.0        ,119.0      ,119.0         ,FB
525 ,"Seneca Falls, NY"                     ,NY    ,10000.0      ,10000.0    ,10000.0       ,http://fingerlakes1.com/2017/01/21/full-coverage-women-march-in-seneca-falls-2017/
526 ,"Sequim, WA"                           ,WA    ,300.0        ,390.0      ,500.0         ,https://twitter.com/davidacody/status/823226017674248196
527 ,"Seward, AK"                           ,AK    ,54.0         ,62.0       ,70.0          ,onsite count via Twitter (w/ photo)
528 ,"Sharon, PA"                           ,PA    ,700.0        ,700.0      ,700.0         ,http://www.sharonherald.com/news/local_news/many-feet-one-voice/article_bba9716e-cc03-597c-8be8-ade51955213d.html
529 ,"Sheboygan, WI"                        ,WI    ,300.0        ,390.0      ,500.0         ,http://www.sheboyganpress.com/videos/news/local/2017/01/21/hundreds-attend-million-person-unity-marches-sheboygan-county/96905712/
530 ,"Show Low, AZ"                         ,AZ    ,1.0          ,1.0        ,1.0           ,https://twitter.com/LynnMRichards/status/823171903464407040
531 ,"Shreveport/Bossier, LA"               ,LA    ,200.0        ,560.0      ,1000.0        ,http://www.ksla.com/story/34314150/large-crowd-marches-in-downtown-shreveport-in-solidarity-with-womens-march-in-dc
532 ,"Sicklerville, NJ"                     ,NJ    ,200.0        ,225.0      ,250.0         ,http://www.burlingtoncountytimes.com/news/local/video-nj-residents-gather-in-gloucester-township-to-protest-president/html_a1be7ea8-3eee-5d9f-8a37-6ad1afa50a57.html
533 ,"Silver City, NM"                      ,NM    ,500.0        ,500.0      ,500.0         ,FB
534 ,"Silverton, CO"                        ,CO    ,50.0         ,50.0       ,50.0          ,FB
535 ,"Sioux Falls, SD"                      ,SD    ,3300.0       ,3300.0     ,3300.0        ,http://www.argusleader.com/story/news/2017/01/21/thousands-join-womens-march-downtown-sioux-falls/96883868/
536 ,"Sitka, AK"                            ,AK    ,700.0        ,700.0      ,700.0         ,https://twitter.com/sarahebourne/status/823019012426780672
537 ,"Skagway, AK"                          ,AK    ,122.0        ,122.0      ,122.0         ,FB
538 ,"Skykomish, WA"                        ,WA    ,8.0          ,8.0        ,8.0           ,FB
539 ,"Soldotna, AK"                         ,AK    ,200.0        ,261.0      ,322.0         ,http://peninsulaclarion.com/news/local/2017-01-21/solidarity-women-s-march-community-gathering-bring-hundreds-out-soldotna
540 ,"Sonoma, CA"                           ,CA    ,3000.0       ,3000.0     ,3000.0        ,http://www.sonomanews.com/news/6572152-181/thousands-turn-up-for-sonoma?artslide=0
541 ,"South Bend, IN"                       ,IN    ,1000.0       ,1450.0     ,2000.0        ,http://www.southbendtribune.com/news/local/more-than-march-for-women-in-south-bend/article_d51bf83d-b32a-50ca-9db2-e11b34f5a855.html
542 ,"South Lake Tahoe, CA / Stateline, NV" ,CA/NV ,500.0        ,590.0      ,700.0         ,http://www.nevadaappeal.com/news/local/more-than-1-million-join-womens-marches-worldwide/
543 ,"South Orange, NJ"                     ,NJ    ,2000.0       ,2000.0     ,2000.0        ,FB
544 ,"Southborough, MA"                     ,MA    ,50.0         ,50.0       ,50.0          ,http://www.metrowestdailynews.com/photogallery/WL/20170121/NEWS/121009991/PH/1?start=2
545 ,"Spokane, WA"                          ,WA    ,4000.0       ,7600.0     ,12000.0       ,http://www.khq.com/story/34314162/womens-march-on-spokane-draws-thousands
546 ,"Springfield, IL"                      ,IL    ,1000.0       ,1000.0     ,1000.0        ,State Journal Register
547 ,"Springfield, MA"                      ,MA    ,40.0         ,40.0       ,40.0          ,http://www.masslive.com/news/index.ssf/2017/01/springfield_protesters_reject.html
548 ,"Springfield, MO"                      ,MO    ,2000.0       ,2000.0     ,2000.0        ,http://www.ky3.com/content/news/411423915.html
549 ,"Springfield, OH"                      ,OH    ,5.0          ,5.0        ,5.0           ,https://www.insurancenewsnet.com/oarticle/springfield-residents-react-protest-trumps-inauguration
550 ,"Stamford, CT"                         ,CT    ,5000.0       ,5000.0     ,5000.0        ,http://www.stamfordadvocate.com/local/article/Thousands-attend-Women-s-March-in-Stamford-10873898.php
551 ,"Stanley, ID"                          ,ID    ,30.0         ,30.0       ,30.0          ,https://twitter.com/Margot_Garnick/status/823006371444588544
552 ,"State College, PA"                    ,PA    ,200.0        ,335.0      ,500.0         ,http://www.centredaily.com/news/local/community/state-college/article127994959.html
553 ,"Statesboro, GA"                       ,GA    ,200.0        ,200.0      ,200.0         ,https://twitter.com/jonathanhtweets/status/823054896165486593
554 ,"Staunton, VA"                         ,VA    ,100.0        ,125.0      ,150.0         ,http://www.newsleader.com/story/news/local/2017/01/21/96880364/
555 ,"Steamboat Springs, CO"                ,CO    ,1000.0       ,1000.0     ,1000.0        ,http://www.steamboattoday.com/news/2017/jan/21/womens-march-steamboat-springs-surpasses-expectati/
556 ,"Syracuse, NY"                         ,NY    ,2000.0       ,2450.0     ,3000.0        ,FB
557 ,"Talkeetna, AK"                        ,AK    ,25.0         ,30.0       ,35.0          ,FB
558 ,"Tallahassee, FL"                      ,FL    ,14000.0      ,15800.0    ,18000.0       ,http://www.tallahassee.com/story/news/2017/01/21/more-than-14000-join-womens-march-on-tallahassee/96880778/
559 ,"Taos, NM"                             ,NM    ,100.0        ,100.0      ,100.0         ,FB
560 ,"Tecumseh, MI"                         ,MI    ,35.0         ,35.0       ,35.0          ,https://twitter.com/Anthony_Alaniz/status/823176969202319360
561 ,"Telluride, CO"                        ,CO    ,200.0        ,560.0      ,1000.0        ,FB
562 ,"Tenants Harbor, ME"                   ,ME    ,50.0         ,58.0       ,65.0          ,http://knox.villagesoup.com/p/midcoast-lens-strength-in-numbers-at-womens-marches/1616859
563 ,"The Dalles, OR"                       ,OR    ,50.0         ,100.0      ,150.0         ,FB
564 ,"Tillamook, OR"                        ,OR    ,300.0        ,300.0      ,300.0         ,http://www.tillamookheadlightherald.com/news/womens-march-rally-draws-hundreds-in-tillamook/article_9ae75ab2-e02f-11e6-89fc-3f59da891fab.html
565 ,"Tisbury, MA"                          ,MA    ,100.0        ,130.0      ,160.0         ,http://www.mvtimes.com/2017/01/21/photos-womens-march-five-corners/
566 ,"Toledo, OH"                           ,OH    ,200.0        ,200.0      ,200.0         ,http://www.toledoblade.com/Politics/2017/01/21/Toledo-marchers-deliver-message-of-unity-after-inauguration.html
567 ,"Topeka, KS"                           ,KS    ,3000.0       ,3450.0     ,4000.0        ,http://cjonline.com/news/local/2017-01-21/women-s-march-topeka-draws-thousands-thumps-trump
568 ,"Traverse City, MI"                    ,MI    ,3000.0       ,3000.0     ,3000.0        ,http://www.record-eagle.com/news/thousands-gather-for-traverse-city-women-s-march/article_547cdcb0-e029-11e6-be94-83e0491aa877.html
569 ,"Trenton, NJ"                          ,NJ    ,6000.0       ,6900.0     ,8000.0        ,http://www.nj.com/politics/index.ssf/2017/01/crowd_of_6k_converges_on_womens_march_in_trenton.html
570 ,"Troy, OH"                             ,OH    ,150.0        ,175.0      ,200.0         ,http://tdn-net.com/top-stories/18578/promoting-unity
571 ,"Troy, PA"                             ,PA    ,6.0          ,6.0        ,6.0           ,Eyewitness on site
572 ,"Truckee, CA"                          ,CA    ,100.0        ,150.0      ,200.0         ,Eyewitnesses on site; FB
573 ,"Truth or Consequences, NM"            ,NM    ,150.0        ,154.0      ,158.0         ,FB
574 ,"Tucson, AZ"                           ,AZ    ,15000.0      ,15000.0    ,15000.0       ,http://tucson.com/news/local/join-women-s-march-in-tucson/article_a3326d7b-dc9c-5b3f-a443-e6667b3f4a6b.html
